,date_sold,Date_Sold_id
6729,2021-05-20,1166
6737,2021-05-21,1167
6759,2021-05-22,1168
6797,2021-05-23,1169
6799,2021-05-24,1170
6811,2021-05-25,1171
6818,2021-05-26,1172
6835,2021-05-27,1173
6849,2021-05-28,1174
6865,2021-05-29,1175
6911,2021-05-30,1176
6917,2021-05-31,1177
6925,2021-06-13,1178
6926,2021-06-15,1179
6941,2021-06-16,1180
6955,2021-06-17,1181
6965,2021-06-18,1182
6983,2021-06-19,1183
7029,2021-06-20,1184
7031,2021-06-21,1185
7039,2021-06-22,1186
7060,2021-06-23,1187
7081,2021-06-24,1188
7094,2021-06-25,1189
7115,2021-06-26,1190
7146,2021-06-27,1191
7148,2021-06-28,1192
7158,2021-06-29,1193
7170,2021-06-30,1194
7193,2021-07-13,1195
7207,2021-07-14,1196
7222,2021-07-15,1197
7236,2021-07-16,1198
7254,2021-07-17,1199
7280,2021-07-18,1200
7281,2021-07-19,1201
7302,2021-07-20,1202
7323,2021-07-21,1203
7330,2021-07-22,1204
7342,2021-07-23,1205
7359,2021-07-24,1206
7376,2021-07-26,1207
7386,2021-07-27,1208
7393,2021-07-28,1209
7408,2021-07-29,1210
7427,2021-07-30,1211
7447,2021-07-31,1212
7472,2021-08-13,1213
7489,2021-08-14,1214
7516,2021-08-15,1215
7517,2021-08-16,1216
7527,2021-08-17,1217
7538,2021-08-18,1218
7546,2021-08-19,1219
7560,2021-08-20,1220
7580,2021-08-21,1221
7603,2021-08-22,1222
7605,2021-08-23,1223
7615,2021-08-24,1224
7627,2021-08-25,1225
7639,2021-08-26,1226
7656,2021-08-27,1227
7674,2021-08-28,1228
7701,2021-08-29,1229
7705,2021-08-30,1230
7718,2021-08-31,1231
7740,2021-09-13,1232
7757,2021-09-14,1233
7780,2021-09-15,1234
7796,2021-09-16,1235
7820,2021-09-17,1236
7855,2021-09-18,1237
7890,2021-09-19,1238
7892,2021-09-20,1239
7913,2021-09-21,1240
7945,2021-09-22,1241
7973,2021-09-23,1242
8003,2021-09-24,1243
8033,2021-09-25,1244
8085,2021-09-26,1245
8086,2021-09-27,1246
8108,2021-09-28,1247
8142,2021-09-29,1248
8181,2021-09-30,1249
8204,2021-02-10,1250
8214,2021-03-10,1251
8227,2021-04-10,1252
8254,2021-05-10,1253
8265,2021-06-10,1254
8270,2021-07-10,1255
8301,2021-08-10,1256
8310,2021-09-10,1257
8344,2021-10-10,1258
8347,2021-11-10,1259
8388,2021-12-10,1260
8467,2021-10-13,1261
8503,2021-10-14,1262
8535,2021-10-15,1263
8580,2021-10-16,1264
8634,2021-10-17,1265
8639,2021-10-18,1266
8663,2021-10-19,1267
8694,2021-10-20,1268
8725,2021-10-21,1269
8749,2021-10-22,1270
8797,2021-10-23,1271
8856,2021-10-24,1272
8859,2021-10-25,1273
8894,2021-10-26,1274
8930,2021-10-27,1275
8968,2021-10-28,1276
9011,2021-10-29,1277
9068,2021-10-30,1278
9145,2021-10-31,1279
9150,2021-01-11,1280
9157,2021-02-11,1281
9167,2021-03-11,1282
9178,2021-04-11,1283
9181,2021-05-11,1284
9204,2021-06-11,1285
9225,2021-08-11,1286
9240,2021-09-11,1287
9272,2021-10-11,1288
9310,2021-11-11,1289
9354,2021-12-11,1290
9475,2021-11-13,1291
9587,2021-11-14,1292
9593,2021-11-15,1293
9631,2021-11-16,1294
9680,2021-11-17,1295
9719,2021-11-18,1296
9763,2021-11-19,1297
9832,2021-11-20,1298
9915,2021-11-21,1299
9923,2021-11-22,1300
9970,2021-11-23,1301
10008,2021-11-24,1302
10075,2021-11-25,1303
10126,2021-11-26,1304
10187,2021-11-27,1305
10284,2021-11-28,1306
10294,2021-11-29,1307
10340,2021-11-30,1308
10392,2021-01-12,1309
10395,2021-02-12,1310
10412,2021-03-12,1311
10429,2021-04-12,1312
10441,2021-05-12,1313
10456,2021-06-12,1314
10482,2021-07-12,1315
10494,2021-08-12,1316
10508,2021-09-12,1317
10510,2021-10-12,1318
10538,2021-11-12,1319
10583,2021-12-12,1320
10586,2021-12-13,1321
10638,2021-12-14,1322
10681,2021-12-15,1323
10729,2021-12-16,1324
10763,2021-12-17,1325
10828,2021-12-18,1326
10941,2021-12-19,1327
10953,2021-12-20,1328
10988,2021-12-21,1329
11039,2021-12-22,1330
11093,2021-12-23,1331
11121,2021-12-24,1332
11144,2021-12-27,1333
11146,2021-12-28,1334
11148,2021-12-29,1335
11152,2021-12-30,1336
11155,2021-12-31,1337
11158,2022-01-01,1338
